=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.28 11:20:18 =~=~=~=~=~=~=~=~=~=~=~=
Initializing MAX30100 for raw data..SUCCESS
Initializing PulseOximeter..SUCCESS

==========================================
Press 's' to start 2-minute data collection
Minute 1: RAW IR/Red data (0.1s intervals)
Minute 2: Processed BPM/SpO2 data (0.1s intervals)
==========================================

==========================================
=== 2-MINUTE DATA COLLECTION STARTED ===
PHASE 1 (0-600 tenths of seconds): RAW IR/Red data
Format: RAW,Time_0.1s,IR_raw,Red_raw,GSR_V,GSR_raw
RAW,94.3,11324,10888,3.011,616
RAW,94.4,11314,10882,3.011,616
RAW,94.6,11310,10888,3.045,623
RAW,94.6,11317,10886,3.011,616
RAW,94.8,11323,10890,3.011,616
RAW,95.1,11335,10892,3.011,616
RAW,95.1,11332,10892,3.045,623
RAW,95.3,11348,10895,3.050,624
RAW,95.6,11358,10901,3.050,624
RAW,95.6,11365,10903,3.016,617
RAW,95.9,11379,10906,3.011,616
RAW,96.0,11371,10913,3.050,624
RAW,96.1,11382,10903,3.045,623
RAW,96.2,11380,10914,3.016,617
RAW,96.4,11388,10914,3.011,616
RAW,96.6,11393,10906,3.016,617
RAW,96.8,11401,10914,3.050,624
RAW,96.9,11405,10912,3.050,624
RAW,97.0,11397,10913,3.011,616
RAW,97.2,11403,10908,3.011,616
RAW,97.4,11401,10911,3.011,616
RAW,97.6,11405,10913,3.055,625
RAW,97.7,11404,10911,3.050,624
RAW,97.8,11409,10926,3.016,617
RAW,98.1,11413,10917,3.011,616
RAW,98.1,11412,10915,3.055,625
RAW,98.3,11415,10918,3.045,623
RAW,98.5,11418,10917,3.016,617
RAW,98.6,11390,10893,3.016,617
RAW,98.7,11354,10882,3.055,625
RAW,98.9,11221,10816,3.045,623
RAW,99.1,11122,10774,3.055,625
RAW,99.3,11093,10752,3.011,616
RAW,99.4,11068,10743,3.011,616
RAW,99.5,11070,10747,3.050,624
RAW,99.8,11081,10756,3.050,624
RAW,99.9,11101,10767,3.050,624
